0.00000000e+00   0   1.60256451e+01   1   6.45112915e+02   2   6.45867854e+02   3   6.66889039e+02   4   8.06152292e+02   5   8.06369776e+02   6   
0.00000000e+00   0   1.28513435e+01   1   5.12793581e+02   2   5.13351322e+02   3   5.25305064e+02   4   6.19961079e+02   5   6.20134611e+02   6   
0.00000000e+00   0   1.00912458e+01   1   4.15752310e+02   2   4.16182861e+02   3   4.24259596e+02   4   4.93063990e+02   5   4.93196124e+02   6   
0.00000000e+00   0   8.28055477e+00   1   3.47316515e+02   2   3.47652166e+02   3   3.53242598e+02   4   4.04983779e+02   5   4.05088960e+02   6   
0.00000000e+00   0   7.17901135e+00   1   2.93290949e+02   2   2.93551332e+02   3   2.97736791e+02   4   3.38196900e+02   5   3.38280442e+02   6   
0.00000000e+00   0   6.21428052e+00   1   2.51085361e+02   2   2.51302958e+02   3   2.54486283e+02   4   2.86925257e+02   5   2.86993940e+02   6   
0.00000000e+00   0   5.49865095e+00   1   2.16707677e+02   2   2.16895234e+02   3   2.19454851e+02   4   2.46394092e+02   5   2.46451801e+02   6   
0.00000000e+00   0   5.05655527e+00   1   1.89234587e+02   2   1.89388560e+02   3   1.91449406e+02   4   2.14044288e+02   5   2.14095429e+02   6   
0.00000000e+00   0   4.53500036e+00   1   1.66977761e+02   2   1.67110653e+02   3   1.68805193e+02   4   1.88001938e+02   5   1.88045549e+02   6   
0.00000000e+00   0   3.79633765e+00   1   1.48427094e+02   2   1.48545619e+02   3   1.49955848e+02   4   1.66455631e+02   5   1.66495074e+02   6   
0.00000000e+00   0   3.41112841e+00   1   1.32571693e+02   2   1.32677663e+02   3   1.33886215e+02   4   1.48310899e+02   5   1.48348393e+02   6   
0.00000000e+00   0   2.87581598e+00   1   1.08444006e+02   2   1.08534739e+02   3   1.09549935e+02   4   1.21439319e+02   5   1.21471541e+02   6   
0.00000000e+00   0   2.67060123e+00   1   9.82075601e+01   2   9.82849915e+01   3   9.91610453e+01   4   1.09696956e+02   5   1.09726047e+02   6   
0.00000000e+00   0   2.72696783e+00   1   1.03516062e+02   2   1.03596989e+02   3   1.04424277e+02   4   1.14973352e+02   5   1.15003565e+02   6   
0.00000000e+00   0   2.36158190e+00   1   8.99374243e+01   2   9.00081690e+01   3   9.07609951e+01   4   1.00035538e+02   5   1.00062240e+02   6   
0.00000000e+00   0   2.25316740e+00   1   8.24374906e+01   2   8.25028111e+01   3   8.31616375e+01   4   9.14655898e+01   5   9.14923065e+01   6   
0.00000000e+00   0   2.17940893e+00   1   8.33993331e+01   2   8.34610411e+01   3   8.40489798e+01   4   9.21201799e+01   5   9.21441512e+01   6   
0.00000000e+00   0   1.83897948e+00   1   6.97079950e+01   2   6.97628312e+01   3   7.02755935e+01   4   7.71236656e+01   5   7.71455987e+01   6   
0.00000000e+00   0   1.77544796e+00   1   6.49725712e+01   2   6.50206832e+01   3   6.54793708e+01   4   7.16737316e+01   5   7.16940491e+01   6   
0.00000000e+00   0   1.80737922e+00   1   6.88837607e+01   2   6.89346121e+01   3   6.93675601e+01   4   7.57130124e+01   5   7.57336568e+01   6   
0.00000000e+00   0   1.64202830e+00   1   6.02095789e+01   2   6.02543877e+01   3   6.06630337e+01   4   6.63145495e+01   5   6.63332149e+01   6   
0.00000000e+00   0   1.56145117e+00   1   5.60867914e+01   2   5.61290002e+01   3   5.64900142e+01   4   6.16863072e+01   5   6.17045669e+01   6   
0.00000000e+00   0   1.58241593e+00   1   5.79409297e+01   2   5.79819830e+01   3   5.83138482e+01   4   6.34940934e+01   5   6.35110491e+01   6   
0.00000000e+00   0   1.38483483e+00   1   5.44583810e+01   2   5.44970711e+01   3   5.47975436e+01   4   5.95611358e+01   5   5.95769391e+01   6   
0.00000000e+00   0   1.37674120e+00   1   5.12357670e+01   2   5.12721383e+01   3   5.15441164e+01   4   5.59708218e+01   5   5.59861708e+01   6   
0.00000000e+00   0   1.32202446e+00   1   4.97560712e+01   2   4.97914020e+01   3   5.00500477e+01   4   5.43076146e+01   5   5.43225787e+01   6   
0.00000000e+00   0   1.12351520e+00   1   4.40413992e+01   2   4.40746447e+01   3   4.43194838e+01   4   4.81664513e+01   5   4.81805600e+01   6   
0.00000000e+00   0   1.08886774e+00   1   4.16153197e+01   2   4.16465751e+01   3   4.18713511e+01   4   4.54695186e+01   5   4.54828864e+01   6   
0.00000000e+00   0   9.80240555e-01   1   3.74545391e+01   2   3.74828628e+01   3   3.76701809e+01   4   4.08436425e+01   5   4.08552896e+01   6   
0.00000000e+00   0   9.43215412e-01   1   3.57852122e+01   2   3.58123097e+01   3   3.59837881e+01   4   3.89634647e+01   5   3.89745729e+01   6   
0.00000000e+00   0   9.11938854e-01   1   3.41329969e+01   2   3.41590152e+01   3   3.43164830e+01   4   3.71106543e+01   5   3.71213269e+01   6   
