0.00000000e+00   0   2.69936568e+01   1   1.34728337e+03   2   1.34736455e+03   3   1.37320872e+03   4   1.65034902e+03   5   1.65198923e+03   6   
0.00000000e+00   0   1.54944180e+01   1   7.85144368e+02   2   7.85184535e+02   3   7.95096762e+02   4   9.55953543e+02   5   9.56509083e+02   6   
0.00000000e+00   0   1.00148487e+01   1   5.00817412e+02   2   5.00841927e+02   3   5.05839715e+02   4   5.94186553e+02   5   5.94413559e+02   6   
0.00000000e+00   0   7.56784201e+00   1   3.41888888e+02   2   3.41904982e+02   3   3.44808060e+02   4   3.96473245e+02   5   3.96609410e+02   6   
0.00000000e+00   0   5.44407450e+00   1   2.45319370e+02   2   2.45330848e+02   3   2.47171414e+02   4   2.79740095e+02   5   2.79825999e+02   6   
0.00000000e+00   0   4.15407907e+00   1   1.83292779e+02   2   1.83301379e+02   3   1.84542391e+02   4   2.06814351e+02   5   2.06877498e+02   6   
0.00000000e+00   0   3.03889813e+00   1   1.41392709e+02   2   1.41399198e+02   3   1.42273043e+02   4   1.58794115e+02   5   1.58839080e+02   6   
0.00000000e+00   0   2.37810951e+00   1   1.12357086e+02   2   1.12361594e+02   3   1.13002865e+02   4   1.25182860e+02   5   1.25217793e+02   6   
0.00000000e+00   0   1.89965230e+00   1   9.13673327e+01   2   9.13706084e+01   3   9.18507642e+01   4   1.01376911e+02   5   1.01404853e+02   6   
0.00000000e+00   0   1.58354758e+00   1   7.58465466e+01   2   7.58493036e+01   3   7.62180221e+01   4   8.38627622e+01   5   8.38882513e+01   6   
0.00000000e+00   0   1.30086088e+00   1   6.39215048e+01   2   6.39237806e+01   3   6.42122348e+01   4   7.05276320e+01   5   7.05489422e+01   6   
0.00000000e+00   0   1.11117568e+00   1   5.47413971e+01   2   5.47432259e+01   3   5.49776904e+01   4   6.02865468e+01   5   6.03046673e+01   6   
0.00000000e+00   0   9.53718194e-01   1   4.75404603e+01   2   4.75419526e+01   3   4.77314412e+01   4   5.22429493e+01   5   5.22587119e+01   6   
0.00000000e+00   0   8.13121123e-01   1   4.17334078e+01   2   4.17345592e+01   3   4.18898074e+01   4   4.57842889e+01   5   4.57968821e+01   6   
0.00000000e+00   0   7.19424532e-01   1   3.70193978e+01   2   3.70204975e+01   3   3.71521867e+01   4   4.05593345e+01   5   4.05707352e+01   6   
0.00000000e+00   0   6.40935117e-01   1   3.31115978e+01   2   3.31124944e+01   3   3.32242320e+01   4   3.62358615e+01   5   3.62462750e+01   6   
0.00000000e+00   0   5.67974203e-01   1   2.98779271e+01   2   2.98786311e+01   3   2.99753194e+01   4   3.26568595e+01   5   3.26663227e+01   6   
0.00000000e+00   0   5.02945413e-01   1   2.71669507e+01   2   2.71675768e+01   3   2.72521553e+01   4   2.96603081e+01   5   2.96688290e+01   6   
0.00000000e+00   0   4.75580660e-01   1   2.48535635e+01   2   2.48541439e+01   3   2.49273998e+01   4   2.71034897e+01   5   2.71115013e+01   6   
0.00000000e+00   0   4.24411988e-01   1   2.28906718e+01   2   2.28911499e+01   3   2.29569754e+01   4   2.49389267e+01   5   2.49464487e+01   6   
0.00000000e+00   0   3.73590076e-01   1   2.11832557e+01   2   2.11836960e+01   3   2.12434465e+01   4   2.30679795e+01   5   2.30751241e+01   6   
0.00000000e+00   0   2.58910361e-01   1   1.53493888e+01   2   1.53496485e+01   3   1.53887385e+01   4   1.66690080e+01   5   1.66739557e+01   6   
0.00000000e+00   0   1.93420418e-01   1   1.21109872e+01   2   1.21111508e+01   3   1.21376559e+01   4   1.31433196e+01   5   1.31475941e+01   6   
0.00000000e+00   0   1.55958971e-01   1   1.00377895e+01   2   1.00379263e+01   3   1.00593571e+01   4   1.08897730e+01   5   1.08931951e+01   6   
0.00000000e+00   0   1.30087438e-01   1   8.63815281e+00   2   8.63827160e+00   3   8.65667022e+00   4   9.37277329e+00   5   9.37587252e+00   6   
0.00000000e+00   0   1.08871568e-01   1   7.64633819e+00   2   7.64644246e+00   3   7.66219156e+00   4   8.30098720e+00   5   8.30386850e+00   6   
0.00000000e+00   0   8.40937382e-02   1   6.90795270e+00   2   6.90804304e+00   3   6.92318574e+00   4   7.50823193e+00   5   7.51095738e+00   6   
0.00000000e+00   0   4.39237033e-02   1   4.41362280e+00   2   4.41364197e+00   3   4.42524541e+00   4   4.87741187e+00   5   4.87982010e+00   6   
0.00000000e+00   0   4.19282940e-02   1   4.26941073e+00   2   4.26946612e+00   3   4.28035119e+00   4   4.72031180e+00   5   4.72266372e+00   6   
0.00000000e+00   0   3.87411358e-02   1   4.14520360e+00   2   4.14525755e+00   3   4.15554741e+00   4   4.58743763e+00   5   4.58976387e+00   6   
0.00000000e+00   0   3.67527110e-02   1   4.02971870e+00   2   4.02977127e+00   3   4.03906493e+00   4   4.46221547e+00   5   4.46435668e+00   6   
0.00000000e+00   0   3.42557981e-02   1   3.93154844e+00   2   3.93159999e+00   3   3.93962888e+00   4   4.35597828e+00   5   4.35811752e+00   6   
0.00000000e+00   0   3.53350922e-02   1   3.84295734e+00   2   3.84300806e+00   3   3.85029601e+00   4   4.26138733e+00   5   4.26351431e+00   6   
0.00000000e+00   0   3.19445163e-02   1   3.76144713e+00   2   3.76149553e+00   3   3.76871837e+00   4   4.17262081e+00   5   4.17474150e+00   6   
0.00000000e+00   0   3.15502608e-02   1   3.68530754e+00   2   3.68534144e+00   3   3.69240088e+00   4   4.09023244e+00   5   4.09229654e+00   6   
0.00000000e+00   0   3.12337734e-02   1   3.61349219e+00   2   3.61351789e+00   3   3.62047866e+00   4   4.01349281e+00   5   4.01558138e+00   6   
0.00000000e+00   0   2.98149575e-02   1   3.54534365e+00   2   3.54536417e+00   3   3.55168773e+00   4   3.93688291e+00   5   3.93890788e+00   6   
0.00000000e+00   0   3.02305151e-02   1   3.48277139e+00   2   3.48278545e+00   3   3.48934180e+00   4   3.87055817e+00   5   3.87256427e+00   6   
0.00000000e+00   0   2.94751140e-02   1   3.42245073e+00   2   3.42246155e+00   3   3.42826654e+00   4   3.80653111e+00   5   3.80853244e+00   6   
0.00000000e+00   0   2.87651319e-02   1   3.36681758e+00   2   3.36682552e+00   3   3.37264713e+00   4   3.75115772e+00   5   3.75315574e+00   6   
0.00000000e+00   0   2.69129710e-02   1   3.31567916e+00   2   3.31568535e+00   3   3.32135526e+00   4   3.69907880e+00   5   3.70107226e+00   6   
0.00000000e+00   0   2.72252038e-02   1   3.26626499e+00   2   3.26626917e+00   3   3.27175949e+00   4   3.64589863e+00   5   3.64787596e+00   6   
0.00000000e+00   0   2.56163605e-02   1   3.22205900e+00   2   3.22205991e+00   3   3.22769972e+00   4   3.60050163e+00   5   3.60247278e+00   6   
0.00000000e+00   0   2.59452291e-02   1   3.18145283e+00   2   3.18145375e+00   3   3.18710221e+00   4   3.56026372e+00   5   3.56224664e+00   6   
0.00000000e+00   0   2.59486508e-02   1   3.14119232e+00   2   3.14119324e+00   3   3.14656319e+00   4   3.51703665e+00   5   3.51900550e+00   6   
0.00000000e+00   0   2.48016728e-02   1   3.10457201e+00   2   3.10457292e+00   3   3.10991869e+00   4   3.48022327e+00   5   3.48220280e+00   6   
0.00000000e+00   0   2.51215247e-02   1   3.06989616e+00   2   3.06989707e+00   3   3.07527570e+00   4   3.44421499e+00   5   3.44617814e+00   6   
0.00000000e+00   0   2.33700818e-02   1   3.03696520e+00   2   3.03696611e+00   3   3.04231893e+00   4   3.41063485e+00   5   3.41259903e+00   6   
0.00000000e+00   0   2.35656032e-02   1   3.00827027e+00   2   3.00827120e+00   3   3.01386568e+00   4   3.38330371e+00   5   3.38526827e+00   6   
0.00000000e+00   0   2.30649267e-02   1   2.97748659e+00   2   2.97748750e+00   3   2.98280655e+00   4   3.34969661e+00   5   3.35167064e+00   6   
0.00000000e+00   0   2.32716383e-02   1   2.95258303e+00   2   2.95258394e+00   3   2.95797227e+00   4   3.32489403e+00   5   3.32685889e+00   6   
0.00000000e+00   0   2.19819372e-02   1   2.92932178e+00   2   2.92932269e+00   3   2.93469464e+00   4   3.30146075e+00   5   3.30342383e+00   6   
0.00000000e+00   0   2.21206505e-02   1   2.90858322e+00   2   2.90858413e+00   3   2.91387390e+00   4   3.28045261e+00   5   3.28242159e+00   6   
0.00000000e+00   0   2.11251359e-02   1   2.88666894e+00   2   2.88666983e+00   3   2.89176797e+00   4   3.25249026e+00   5   3.25435190e+00   6   
0.00000000e+00   0   2.22572109e-02   1   2.92035791e+00   2   2.92036624e+00   3   2.92605620e+00   4   3.32472416e+00   5   3.32678109e+00   6   
0.00000000e+00   0   2.08222903e-02   1   2.92980737e+00   2   2.92982091e+00   3   2.93594266e+00   4   3.34875179e+00   5   3.35088196e+00   6   
0.00000000e+00   0   2.09370275e-02   1   2.93365498e+00   2   2.93365987e+00   3   2.94034100e+00   4   3.36189076e+00   5   3.36402347e+00   6   
0.00000000e+00   0   2.07303408e-02   1   2.93359379e+00   2   2.93359875e+00   3   2.94059690e+00   4   3.36801837e+00   5   3.37032682e+00   6   
0.00000000e+00   0   2.12465470e-02   1   2.93128817e+00   2   2.93129328e+00   3   2.93837348e+00   4   3.37051557e+00   5   3.37283985e+00   6   
0.00000000e+00   0   2.03757836e-02   1   2.92620498e+00   2   2.92621010e+00   3   2.93353872e+00   4   3.36988930e+00   5   3.37223903e+00   6   
0.00000000e+00   0   1.96381155e-02   1   2.91906288e+00   2   2.91906796e+00   3   2.92631460e+00   4   3.36599342e+00   5   3.36833945e+00   6   
0.00000000e+00   0   2.04135781e-02   1   2.91144883e+00   2   2.91145395e+00   3   2.91869477e+00   4   3.36096565e+00   5   3.36332289e+00   6   
0.00000000e+00   0   1.92091680e-02   1   2.90175482e+00   2   2.90176058e+00   3   2.90934284e+00   4   3.35313890e+00   5   3.35538915e+00   6   
0.00000000e+00   0   1.99108609e-02   1   2.89203964e+00   2   2.89204542e+00   3   2.89962648e+00   4   3.34469059e+00   5   3.34706730e+00   6   
0.00000000e+00   0   1.96846479e-02   1   2.88311274e+00   2   2.88311857e+00   3   2.89068518e+00   4   3.33723438e+00   5   3.33961550e+00   6   
0.00000000e+00   0   1.94769219e-02   1   2.87309937e+00   2   2.87310521e+00   3   2.88067239e+00   4   3.32807422e+00   5   3.33033572e+00   6   
0.00000000e+00   0   1.85768533e-02   1   2.86430342e+00   2   2.86430930e+00   3   2.87186971e+00   4   3.32027325e+00   5   3.32254132e+00   6   
0.00000000e+00   0   1.80648711e-02   1   2.85477506e+00   2   2.85478171e+00   3   2.86233734e+00   4   3.31139939e+00   5   3.31366510e+00   6   
0.00000000e+00   0   1.77081369e-02   1   2.84500010e+00   2   2.84500598e+00   3   2.85257557e+00   4   3.30185038e+00   5   3.30429258e+00   6   
0.00000000e+00   0   1.79859278e-02   1   2.83571563e+00   2   2.83572231e+00   3   2.84329649e+00   4   3.29297015e+00   5   3.29536455e+00   6   
0.00000000e+00   0   2.05664515e-02   1   2.82580132e+00   2   2.82580799e+00   3   2.83337813e+00   4   3.28321459e+00   5   3.28560784e+00   6   
