#ID        name                 Mass_0             Z_0                spin_0             SN_0               Tstart_0           Mass_1             Z_1                spin_1             SN_1               Tstart_1           a                  e                  Tend               Dtout              Seed             
15         926228261599451      39.548             0.02               0.0                delayed            zams               4.833              0.02               0.0                delayed            zams               26.5               0.0179             end                end            569640406039672  
16         534938939654321      31.858             0.02               0.0                delayed            zams               26.906             0.02               0.0                delayed            zams               195                0.373              end                end            788470768144513  
17         138540646599139      64.141             0.02               0.0                delayed            zams               47.818             0.02               0.0                delayed            zams               65.1               0.00201            end                end            687095172108019  
18         962297388325913      131.176            0.02               0.0                delayed            zams               22.640             0.02               0.0                delayed            zams               843                0.000597           end                end            241021847514761  
19         884066754785672      139.203            0.02               0.0                delayed            zams               104.220            0.02               0.0                delayed            zams               277                0.272              end                end            864553669272320  
20         432638221009700      28.074             0.02               0.0                delayed            zams               12.617             0.02               0.0                delayed            zams               60.5               0.164              end                end            455244688050558  
21         905925550214257      30.579             0.02               0.0                delayed            zams               4.711              0.02               0.0                delayed            zams               72.6               0.026              end                end            166238188274245  
22         714527957446505      25.369             0.02               0.0                delayed            zams               18.326             0.02               0.0                delayed            zams               4.9e+03            0.447              end                end            455826552988756  
23         167315514671842      32.697             0.02               0.0                delayed            zams               27.797             0.02               0.0                delayed            zams               28.1               0.0321             end                end            300259461092537  
24         139681716144960      24.537             0.02               0.0                delayed            zams               4.307              0.02               0.0                delayed            zams               2.44e+03           0.104              end                end            59620915438437   
25         225682922667723      24.403             0.02               0.0                delayed            zams               6.562              0.02               0.0                delayed            zams               107                0.000544           end                end            935413829513135  
26         322757565369065      26.376             0.02               0.0                delayed            zams               7.440              0.02               0.0                delayed            zams               61.8               0.339              end                end            508386082812872  
27         878008321229117      67.369             0.02               0.0                delayed            zams               19.643             0.02               0.0                delayed            zams               49.7               0.249              end                end            329562202116272  
28         340799124640228      27.870             0.02               0.0                delayed            zams               3.905              0.02               0.0                delayed            zams               1.85e+03           0.00304            end                end            106595450315115  
29         352996260873617      68.914             0.02               0.0                delayed            zams               11.695             0.02               0.0                delayed            zams               6.98e+03           0.356              end                end            292056920132714  
30         588610478901111      22.154             0.02               0.0                delayed            zams               16.867             0.02               0.0                delayed            zams               2.48e+04           0.16               end                end            599854831311633  
31         324974904994926      23.582             0.02               0.0                delayed            zams               14.523             0.02               0.0                delayed            zams               823                0.019              end                end            186500576715342  
32         190810206518655      25.065             0.02               0.0                delayed            zams               9.560              0.02               0.0                delayed            zams               96.2               0.0373             end                end            326722391945341  
33         574966556087015      146.827            0.02               0.0                delayed            zams               28.623             0.02               0.0                delayed            zams               252                0.675              end                end            327401569900138  
34         578266476646597      22.742             0.02               0.0                delayed            zams               13.273             0.02               0.0                delayed            zams               32                 0.0264             end                end            799976184781020  
35         839515575033845      38.672             0.02               0.0                delayed            zams               37.473             0.02               0.0                delayed            zams               262                0.000491           end                end            265559772369435  
36         175837545680910      46.479             0.02               0.0                delayed            zams               18.559             0.02               0.0                delayed            zams               28.1               0.00268            end                end            547625901266198  
37         547428918558636      48.389             0.02               0.0                delayed            zams               26.707             0.02               0.0                delayed            zams               369                0.522              end                end            247997036160316  
38         453652143782790      22.762             0.02               0.0                delayed            zams               21.326             0.02               0.0                delayed            zams               39.3               0.136              end                end            913867630071264  
39         978237636856366      23.573             0.02               0.0                delayed            zams               20.678             0.02               0.0                delayed            zams               196                0.0353             end                end            819964010004081  
40         633859952186570      27.292             0.02               0.0                delayed            zams               6.840              0.02               0.0                delayed            zams               98.3               0.189              end                end            958506638764346  
41         461032685622175      29.065             0.02               0.0                delayed            zams               22.468             0.02               0.0                delayed            zams               3.38e+03           0.591              end                end            13201213199103   
42         266225911719337      44.351             0.02               0.0                delayed            zams               7.075              0.02               0.0                delayed            zams               291                0.235              end                end            229548461369862  
43         164332345550726      38.225             0.02               0.0                delayed            zams               10.194             0.02               0.0                delayed            zams               270                0.0222             end                end            296406455404091  
44         709783254433884      57.643             0.02               0.0                delayed            zams               14.386             0.02               0.0                delayed            zams               356                0.115              end                end            524464404848875  
