0.00000000e+00   4   2.55307453e+02   5   2.56255196e+02   6   
0.00000000e+00   4   2.05010142e+02   5   2.05794673e+02   6   
0.00000000e+00   4   1.65183566e+02   5   1.65808955e+02   6   
0.00000000e+00   4   1.37307588e+02   5   1.37810100e+02   6   
0.00000000e+00   4   1.00096047e+02   5   1.00450582e+02   6   
0.00000000e+00   4   8.78078879e+01   5   8.81158277e+01   6   
0.00000000e+00   4   6.48596701e+01   5   6.50816469e+01   6   
0.00000000e+00   4   4.94086303e+01   5   4.95738152e+01   6   
0.00000000e+00   4   3.86905098e+01   5   3.88230784e+01   6   
0.00000000e+00   4   3.15568850e+01   5   3.16632386e+01   6   
0.00000000e+00   4   2.57122668e+01   5   2.58017646e+01   6   
0.00000000e+00   4   2.17144982e+01   5   2.17888358e+01   6   
0.00000000e+00   4   1.24189316e+01   5   1.24610818e+01   6   
0.00000000e+00   4   1.01365215e+01   5   1.01692935e+01   6   
0.00000000e+00   4   6.95447250e+00   5   6.97824011e+00   6   
0.00000000e+00   4   5.99606854e+00   5   6.01656245e+00   6   
0.00000000e+00   4   5.23932465e+00   5   5.25749157e+00   6   
0.00000000e+00   4   2.28867944e+00   5   2.29697658e+00   6   
0.00000000e+00   4   2.01125899e+00   5   2.01874847e+00   6   
0.00000000e+00   4   1.80481913e+00   5   1.81152587e+00   6   
0.00000000e+00   4   1.61955631e+00   5   1.62574547e+00   6   
0.00000000e+00   4   1.49387766e+00   5   1.49953338e+00   6   
0.00000000e+00   4   1.37511267e+00   5   1.38040737e+00   6   
0.00000000e+00   4   1.28125140e+00   5   1.28619325e+00   6   
0.00000000e+00   4   1.19348722e+00   5   1.19814499e+00   6   
0.00000000e+00   4   1.12576159e+00   5   1.13013900e+00   6   
0.00000000e+00   4   1.06119736e+00   5   1.06537085e+00   6   
0.00000000e+00   4   1.00542396e+00   5   1.00937934e+00   6   
0.00000000e+00   4   9.62105772e-01   5   9.65890571e-01   6   
0.00000000e+00   4   9.17938414e-01   5   9.21552449e-01   6   
0.00000000e+00   4   8.81209360e-01   5   8.84706919e-01   6   
0.00000000e+00   4   8.50481338e-01   5   8.53853717e-01   6   
0.00000000e+00   4   8.18846110e-01   5   8.22066166e-01   6   
0.00000000e+00   4   7.92020516e-01   5   7.95147831e-01   6   
0.00000000e+00   4   7.67141804e-01   5   7.70186042e-01   6   
0.00000000e+00   4   7.42510996e-01   5   7.45493364e-01   6   
0.00000000e+00   4   7.21514019e-01   5   7.24394773e-01   6   
0.00000000e+00   4   7.02061763e-01   5   7.04858582e-01   6   
0.00000000e+00   4   6.83763620e-01   5   6.86483524e-01   6   
0.00000000e+00   4   6.69453243e-01   5   6.72084447e-01   6   
0.00000000e+00   4   6.54358320e-01   5   6.56911187e-01   6   
0.00000000e+00   4   6.37739221e-01   5   6.40291917e-01   6   
0.00000000e+00   4   6.22883370e-01   5   6.25394174e-01   6   
0.00000000e+00   4   6.11505291e-01   5   6.13953976e-01   6   
0.00000000e+00   4   5.96660217e-01   5   5.99046232e-01   6   
0.00000000e+00   4   5.87135037e-01   5   5.89478245e-01   6   
0.00000000e+00   4   5.87691139e-01   5   5.90056463e-01   6   
0.00000000e+00   4   5.86190758e-01   5   5.88538789e-01   6   
0.00000000e+00   4   5.85830731e-01   5   5.88138938e-01   6   
0.00000000e+00   4   5.83066248e-01   5   5.85377817e-01   6   
0.00000000e+00   4   5.74917098e-01   5   5.77196132e-01   6   
0.00000000e+00   4   5.63818732e-01   5   5.66078984e-01   6   
0.00000000e+00   4   5.45818672e-01   5   5.48062801e-01   6   
0.00000000e+00   4   5.33795576e-01   5   5.36038848e-01   6   
0.00000000e+00   4   5.22777237e-01   5   5.24956793e-01   6   
0.00000000e+00   4   4.84623528e-01   5   4.86793219e-01   6   
0.00000000e+00   4   4.63262928e-01   5   4.65329714e-01   6   
0.00000000e+00   4   4.44667451e-01   5   4.46628925e-01   6   
0.00000000e+00   4   4.27802961e-01   5   4.29617594e-01   6   
0.00000000e+00   4   4.01600573e-01   5   4.03286439e-01   6   
0.00000000e+00   4   3.90256229e-01   5   3.91845359e-01   6   
0.00000000e+00   4   3.81809576e-01   5   3.83347205e-01   6   
0.00000000e+00   4   3.65066716e-01   5   3.66497459e-01   6   
0.00000000e+00   4   3.51795837e-01   5   3.53154338e-01   6   
0.00000000e+00   4   3.40420752e-01   5   3.41796540e-01   6   
0.00000000e+00   4   3.30957209e-01   5   3.32193133e-01   6   
0.00000000e+00   4   3.22629445e-01   5   3.23812335e-01   6   
0.00000000e+00   4   3.15219590e-01   5   3.16450431e-01   6   
0.00000000e+00   4   3.08859278e-01   5   3.10044516e-01   6   
0.00000000e+00   4   3.03121735e-01   5   3.04269673e-01   6   
0.00000000e+00   4   2.97984111e-01   5   2.99099762e-01   6   
0.00000000e+00   4   2.93390210e-01   5   2.94506190e-01   6   
0.00000000e+00   4   2.83597826e-01   5   2.84669521e-01   6   
0.00000000e+00   4   2.75764028e-01   5   2.76788084e-01   6   
0.00000000e+00   4   2.69203560e-01   5   2.70180716e-01   6   
0.00000000e+00   4   2.63679014e-01   5   2.64647517e-01   6   
0.00000000e+00   4   2.58919219e-01   5   2.59863976e-01   6   
