0.00000000e+00   0   5.12835487e+02   1   3.55004130e+04   2   3.70592321e+04   3   4.05141165e+04   4   4.06223589e+04   5   4.06224825e+04   6   
0.00000000e+00   0   4.11881784e+02   1   2.72847226e+04   2   2.86155291e+04   3   3.16537968e+04   4   3.17589059e+04   5   3.17590058e+04   6   
0.00000000e+00   0   3.33597187e+02   1   2.13078144e+04   2   2.24880574e+04   3   2.50890824e+04   4   2.51979379e+04   5   2.51980364e+04   6   
0.00000000e+00   0   2.67610866e+02   1   1.67808748e+04   2   1.78771971e+04   3   2.01439196e+04   4   2.02502764e+04   5   2.02503742e+04   6   
0.00000000e+00   0   2.22326666e+02   1   1.34059901e+04   2   1.43204715e+04   3   1.63459965e+04   4   1.64532245e+04   5   1.64533232e+04   6   
0.00000000e+00   0   1.87529815e+02   1   1.08080514e+04   2   1.16197969e+04   3   1.33946359e+04   4   1.34982190e+04   5   1.34983169e+04   6   
0.00000000e+00   0   1.78767408e+02   1   9.92613477e+03   2   1.06983352e+04   3   1.24008273e+04   4   1.25046832e+04   5   1.25047783e+04   6   
0.00000000e+00   0   1.67238508e+02   1   9.08511004e+03   2   9.90164229e+03   3   1.14956796e+04   4   1.15993411e+04   5   1.15994374e+04   6   
0.00000000e+00   0   1.58067185e+02   1   8.41332869e+03   2   9.14240087e+03   3   1.06718788e+04   4   1.07780151e+04   5   1.07781111e+04   6   
0.00000000e+00   0   1.48893476e+02   1   7.72617253e+03   2   8.45868078e+03   3   9.92005997e+03   4   1.00267298e+04   5   1.00268242e+04   6   
0.00000000e+00   0   1.37096726e+02   1   7.14465960e+03   2   7.80816243e+03   3   9.23424797e+03   4   9.34458912e+03   5   9.34468451e+03   6   
0.00000000e+00   0   1.29232008e+02   1   6.59187311e+03   2   7.23462352e+03   3   8.60713812e+03   4   8.71245246e+03   5   8.71262978e+03   6   
0.00000000e+00   0   1.23764875e+02   1   6.09729678e+03   2   6.73675515e+03   3   8.03387346e+03   4   8.13871532e+03   5   8.13881196e+03   6   
0.00000000e+00   0   1.15448385e+02   1   5.64280327e+03   2   6.26830551e+03   3   7.50906491e+03   4   7.61812397e+03   5   7.61821542e+03   6   
0.00000000e+00   0   1.08723276e+02   1   5.20117625e+03   2   5.81335848e+03   3   7.02771482e+03   4   7.13311317e+03   5   7.13319402e+03   6   
0.00000000e+00   0   1.02661604e+02   1   4.82896776e+03   2   5.42213114e+03   3   6.58613102e+03   4   6.69040713e+03   5   6.69050143e+03   6   
0.00000000e+00   0   9.80662793e+01   1   4.49486053e+03   2   5.05166500e+03   3   6.18010048e+03   4   6.28524033e+03   5   6.28533285e+03   6   
0.00000000e+00   0   9.24052800e+01   1   4.24660603e+03   2   4.75275950e+03   3   5.80654761e+03   4   5.91070383e+03   5   5.91079632e+03   6   
0.00000000e+00   0   8.74687214e+01   1   4.22081409e+03   2   4.53797379e+03   3   5.48492524e+03   4   5.58953560e+03   5   5.58962769e+03   6   
0.00000000e+00   0   8.22832929e+01   1   3.99659967e+03   2   4.28135592e+03   3   5.17324905e+03   4   5.27851162e+03   5   5.27860396e+03   6   
0.00000000e+00   0   7.90057389e+01   1   3.79436370e+03   2   4.03930928e+03   3   4.88482370e+03   4   4.98800076e+03   5   4.98809448e+03   6   
0.00000000e+00   0   7.33733197e+01   1   3.60858557e+03   2   3.80294679e+03   3   4.61901303e+03   4   4.72267913e+03   5   4.72275758e+03   6   
0.00000000e+00   0   7.10247146e+01   1   3.42920495e+03   2   3.54889010e+03   3   4.37127290e+03   4   4.47561409e+03   5   4.47569457e+03   6   
0.00000000e+00   0   6.78546575e+01   1   3.26941865e+03   2   3.35929923e+03   3   4.14322076e+03   4   4.24790095e+03   5   4.24797855e+03   6   
0.00000000e+00   0   6.51152818e+01   1   3.11677218e+03   2   3.18837805e+03   3   3.93053500e+03   4   4.03512961e+03   5   4.03522395e+03   6   
0.00000000e+00   0   6.29557316e+01   1   2.98105311e+03   2   3.04508362e+03   3   3.73385768e+03   4   3.83725056e+03   5   3.83734304e+03   6   
0.00000000e+00   0   6.06242040e+01   1   2.85045574e+03   2   2.89889866e+03   3   3.54985694e+03   4   3.65426847e+03   5   3.65434417e+03   6   
0.00000000e+00   0   5.85415312e+01   1   2.72675557e+03   2   2.76654743e+03   3   3.37749435e+03   4   3.48310824e+03   5   3.48320160e+03   6   
0.00000000e+00   0   5.44712872e+01   1   2.61118609e+03   2   2.64385007e+03   3   3.21666376e+03   4   3.31910460e+03   5   3.31919715e+03   6   
0.00000000e+00   0   5.35686654e+01   1   2.50267129e+03   2   2.52961982e+03   3   3.06474395e+03   4   3.16885957e+03   5   3.16894920e+03   6   
0.00000000e+00   0   5.21789436e+01   1   2.40043444e+03   2   2.42360008e+03   3   2.92256384e+03   4   3.02634159e+03   5   3.02643449e+03   6   
0.00000000e+00   0   4.98969642e+01   1   2.30619283e+03   2   2.32608318e+03   3   2.78858864e+03   4   2.89119301e+03   5   2.89126976e+03   6   
0.00000000e+00   0   4.83365466e+01   1   2.21357856e+03   2   2.23087183e+03   3   2.66210124e+03   4   2.76582719e+03   5   2.76590484e+03   6   
0.00000000e+00   0   4.66761178e+01   1   2.13088513e+03   2   2.14512291e+03   3   2.54377637e+03   4   2.64788446e+03   5   2.64797365e+03   6   
0.00000000e+00   0   4.52736137e+01   1   2.04960985e+03   2   2.06216667e+03   3   2.43148233e+03   4   2.54041260e+03   5   2.54050123e+03   6   
0.00000000e+00   0   4.36763589e+01   1   1.97343294e+03   2   1.98296645e+03   3   2.32569873e+03   4   2.43409481e+03   5   2.43418137e+03   6   
0.00000000e+00   0   4.24603809e+01   1   1.90221842e+03   2   1.91199059e+03   3   2.22621384e+03   4   2.33127359e+03   5   2.33136217e+03   6   
0.00000000e+00   0   4.13597990e+01   1   1.83453700e+03   2   1.84176143e+03   3   2.13257260e+03   4   2.23571753e+03   5   2.23579494e+03   6   
0.00000000e+00   0   3.98298209e+01   1   1.76886506e+03   2   1.77546027e+03   3   2.04405571e+03   4   2.14916864e+03   5   2.14924656e+03   6   
0.00000000e+00   0   3.85103124e+01   1   1.70915844e+03   2   1.71531156e+03   3   1.96117754e+03   4   2.06869704e+03   5   2.06877553e+03   6   
0.00000000e+00   0   3.68346248e+01   1   1.65084474e+03   2   1.65647974e+03   3   1.88253697e+03   4   1.98802174e+03   5   1.98825941e+03   6   
0.00000000e+00   0   3.58217560e+01   1   1.59643294e+03   2   1.60139207e+03   3   1.80899934e+03   4   1.91636879e+03   5   1.91646138e+03   6   
0.00000000e+00   0   3.55335429e+01   1   1.54465750e+03   2   1.54918109e+03   3   1.73984000e+03   4   1.84897468e+03   5   1.84906436e+03   6   
0.00000000e+00   0   3.44068356e+01   1   1.49389277e+03   2   1.49749350e+03   3   1.67394215e+03   4   1.78331858e+03   5   1.78339719e+03   6   
0.00000000e+00   0   3.34326733e+01   1   1.44629898e+03   2   1.45007383e+03   3   1.61224908e+03   4   1.72865492e+03   5   1.72874659e+03   6   
0.00000000e+00   0   3.17893666e+01   1   1.40101621e+03   2   1.40447934e+03   3   1.55428118e+03   4   1.66575744e+03   5   1.66585089e+03   6   
0.00000000e+00   0   3.18214505e+01   1   1.35686877e+03   2   1.35973111e+03   3   1.49904131e+03   4   1.61319894e+03   5   1.61329408e+03   6   
0.00000000e+00   0   3.02904065e+01   1   1.31696897e+03   2   1.31969647e+03   3   1.44811881e+03   4   1.56437889e+03   5   1.56447360e+03   6   
0.00000000e+00   0   2.96048708e+01   1   1.27722267e+03   2   1.27965696e+03   3   1.39879424e+03   4   1.51833823e+03   5   1.51843686e+03   6   
0.00000000e+00   0   2.85623501e+01   1   1.23808756e+03   2   1.24041479e+03   3   1.35155374e+03   4   1.47283819e+03   5   1.47292409e+03   6   
0.00000000e+00   0   2.86622204e+01   1   1.20101581e+03   2   1.20322828e+03   3   1.30686833e+03   4   1.43303846e+03   5   1.43314265e+03   6   
0.00000000e+00   0   2.78121486e+01   1   1.16672527e+03   2   1.16873168e+03   3   1.26466984e+03   4   1.39865413e+03   5   1.39875947e+03   6   
0.00000000e+00   0   2.70891049e+01   1   1.13447623e+03   2   1.13624477e+03   3   1.22548783e+03   4   1.36517751e+03   5   1.36527508e+03   6   
0.00000000e+00   0   2.59426141e+01   1   1.10420391e+03   2   1.10610193e+03   3   1.18864904e+03   4   1.33367414e+03   5   1.33377611e+03   6   
0.00000000e+00   0   2.57701197e+01   1   1.07216416e+03   2   1.07390856e+03   3   1.15142079e+03   4   1.30029676e+03   5   1.30038828e+03   6   
0.00000000e+00   0   2.46362927e+01   1   1.04163665e+03   2   1.04314639e+03   3   1.11600699e+03   4   1.27407967e+03   5   1.27417287e+03   6   
0.00000000e+00   0   2.45004565e+01   1   1.01297018e+03   2   1.01437737e+03   3   1.08231928e+03   4   1.25196279e+03   5   1.25207484e+03   6   
0.00000000e+00   0   2.34210004e+01   1   9.87281434e+02   2   9.88611402e+02   3   1.05032220e+03   4   1.24135649e+03   5   1.24147608e+03   6   
0.00000000e+00   0   2.33549857e+01   1   9.61248175e+02   2   9.62517468e+02   3   1.00824017e+03   4   1.28258039e+03   5   1.28273349e+03   6   
0.00000000e+00   0   2.22930755e+01   1   9.35405050e+02   2   9.36612128e+02   3   9.78428201e+02   4   1.25187445e+03   5   1.25202161e+03   6   
0.00000000e+00   0   2.17929139e+01   1   9.10667638e+02   2   9.11815590e+02   3   9.50885427e+02   4   1.22212139e+03   5   1.22226964e+03   6   
0.00000000e+00   0   2.17620581e+01   1   8.87217772e+02   2   8.88325063e+02   3   9.24907755e+02   4   1.19340797e+03   5   1.19355121e+03   6   
0.00000000e+00   0   2.07007421e+01   1   8.64941981e+02   2   8.65994186e+02   3   9.00507548e+02   4   1.16152956e+03   5   1.16165023e+03   6   
0.00000000e+00   0   2.02836260e+01   1   8.42924400e+02   2   8.43986999e+02   3   8.76781209e+02   4   1.13518048e+03   5   1.13532100e+03   6   
0.00000000e+00   0   1.98344082e+01   1   8.22151097e+02   2   8.23174980e+02   3   8.54425404e+02   4   1.10774322e+03   5   1.10788211e+03   6   
0.00000000e+00   0   1.95837810e+01   1   8.02379568e+02   2   8.03362389e+02   3   8.32793220e+02   4   1.07765705e+03   5   1.07779518e+03   6   
0.00000000e+00   0   1.94169716e+01   1   7.83135334e+02   2   7.84075161e+02   3   8.11997917e+02   4   1.05047358e+03   5   1.05061320e+03   6   
0.00000000e+00   0   1.89583236e+01   1   7.62726802e+02   2   7.63612000e+02   3   7.90147620e+02   4   1.02277029e+03   5   1.02291032e+03   6   
0.00000000e+00   0   1.85831491e+01   1   7.44930299e+02   2   7.45814877e+02   3   7.71097504e+02   4   9.96048085e+02   5   9.96164701e+02   6   
0.00000000e+00   0   1.77294358e+01   1   7.26574380e+02   2   7.27439559e+02   3   7.51629022e+02   4   9.74564219e+02   5   9.74677682e+02   6   
0.00000000e+00   0   1.75621296e+01   1   7.10188252e+02   2   7.11017524e+02   3   7.33912911e+02   4   9.49354103e+02   5   9.49489125e+02   6   
0.00000000e+00   0   1.72248898e+01   1   6.93248815e+02   2   6.93966391e+02   3   7.15928708e+02   4   9.27847298e+02   5   9.27976789e+02   6   
