0.00000000e+00   0   2.46005080e+01   1   1.23536255e+03   2   1.23542763e+03   3   1.25946414e+03   4   1.54266630e+03   5   1.54325303e+03   6   
0.00000000e+00   0   1.46045378e+01   1   7.38651753e+02   2   7.38686934e+02   3   7.47818868e+02   4   9.10766285e+02   5   9.11094477e+02   6   
0.00000000e+00   0   9.26161229e+00   1   4.81475880e+02   2   4.81498517e+02   3   4.86161704e+02   4   5.77556505e+02   5   5.77765598e+02   6   
0.00000000e+00   0   6.44680203e+00   1   3.34595513e+02   2   3.34610725e+02   3   3.37346628e+02   4   3.90951734e+02   5   3.91079066e+02   6   
0.00000000e+00   0   4.91042281e+00   1   2.44464759e+02   2   2.44475852e+02   3   2.46241472e+02   4   2.79209727e+02   5   2.79288844e+02   6   
0.00000000e+00   0   3.73243402e+00   1   1.85494438e+02   2   1.85502984e+02   3   1.86703651e+02   4   2.08986385e+02   5   2.09045957e+02   6   
0.00000000e+00   0   2.80767235e+00   1   1.45337951e+02   2   1.45344180e+02   3   1.46205222e+02   4   1.62424504e+02   5   1.62466446e+02   6   
0.00000000e+00   0   2.24754513e+00   1   1.16939710e+02   2   1.16944749e+02   3   1.17567685e+02   4   1.29698309e+02   5   1.29734182e+02   6   
0.00000000e+00   0   1.84207476e+00   1   9.61845148e+01   2   9.61878028e+01   3   9.66631313e+01   4   1.06329283e+02   5   1.06355062e+02   6   
0.00000000e+00   0   1.53821487e+00   1   8.06174206e+01   2   8.06202437e+01   3   8.09871719e+01   4   8.86601027e+01   5   8.86815015e+01   6   
0.00000000e+00   0   1.30656033e+00   1   6.85542837e+01   2   6.85567182e+01   3   6.88485716e+01   4   7.52276324e+01   5   7.52457846e+01   6   
0.00000000e+00   0   1.07970169e+00   1   5.91849350e+01   2   5.91869676e+01   3   5.94244383e+01   4   6.48112929e+01   5   6.48269783e+01   6   
0.00000000e+00   0   9.34300648e-01   1   5.17840271e+01   2   5.17855804e+01   3   5.19817370e+01   4   5.65748331e+01   5   5.65883749e+01   6   
0.00000000e+00   0   8.23270546e-01   1   4.57338864e+01   2   4.57353144e+01   3   4.58963528e+01   4   4.98776389e+01   5   4.98895559e+01   6   
0.00000000e+00   0   7.27052130e-01   1   4.08015328e+01   2   4.08026542e+01   3   4.09397167e+01   4   4.44301596e+01   5   4.44409077e+01   6   
0.00000000e+00   0   6.50212397e-01   1   3.66906068e+01   2   3.66914971e+01   3   3.68079946e+01   4   3.99061466e+01   5   3.99161380e+01   6   
0.00000000e+00   0   6.06209168e-01   1   3.32511647e+01   2   3.32519720e+01   3   3.33527474e+01   4   3.61250552e+01   5   3.61342835e+01   6   
0.00000000e+00   0   5.50282437e-01   1   3.03552003e+01   2   3.03559180e+01   3   3.04443046e+01   4   3.29405220e+01   5   3.29491633e+01   6   
0.00000000e+00   0   4.84129605e-01   1   2.78675221e+01   2   2.78681177e+01   3   2.79461874e+01   4   3.02214416e+01   5   3.02295207e+01   6   
0.00000000e+00   0   4.34225430e-01   1   2.57188761e+01   2   2.57194322e+01   3   2.57883994e+01   4   2.78623818e+01   5   2.78699443e+01   6   
0.00000000e+00   0   3.94423389e-01   1   2.38568011e+01   2   2.38572635e+01   3   2.39193895e+01   4   2.58282262e+01   5   2.58352509e+01   6   
0.00000000e+00   0   2.83460585e-01   1   1.74319730e+01   2   1.74322547e+01   3   1.74714286e+01   4   1.88152391e+01   5   1.88202929e+01   6   
0.00000000e+00   0   2.10458734e-01   1   1.37652284e+01   2   1.37654035e+01   3   1.37930053e+01   4   1.48474856e+01   5   1.48519445e+01   6   
0.00000000e+00   0   1.68851678e-01   1   1.14196664e+01   2   1.14198138e+01   3   1.14429018e+01   4   1.23437543e+01   5   1.23472671e+01   6   
0.00000000e+00   0   1.36732300e-01   1   9.82323366e+00   2   9.82336174e+00   3   9.84355794e+00   4   1.05761289e+01   5   1.05794087e+01   6   
0.00000000e+00   0   1.21888748e-01   1   8.67491891e+00   2   8.67503158e+00   3   8.69279951e+00   4   9.36161850e+00   5   9.36473569e+00   6   
