#ID        name                 Mass_0             Z_0                spin_0             SN_0               Tstart_0           Mass_1             Z_1                spin_1             SN_1               Tstart_1           a                  e                  Tend               Dtout              Seed             
100        597615358496805      23.898             0.02               0.0                delayed            zams               20.012             0.02               0.0                delayed            zams               955                0.597              end                end            553752464784835  
101        769371307941966      27.752             0.02               0.0                delayed            zams               22.363             0.02               0.0                delayed            zams               555                0.268              end                end            814946017593339  
102        966885443282792      58.663             0.02               0.0                delayed            zams               29.772             0.02               0.0                delayed            zams               65.5               0.00246            end                end            907642241047014  
103        377555836715818      29.242             0.02               0.0                delayed            zams               27.501             0.02               0.0                delayed            zams               7.88e+03           0.0729             end                end            192757330697706  
104        537603533360967      33.875             0.02               0.0                delayed            zams               9.637              0.02               0.0                delayed            zams               170                0.855              end                end            275659860349046  
105        731440367724637      39.845             0.02               0.0                delayed            zams               34.709             0.02               0.0                delayed            zams               918                0.302              end                end            628644593030837  
106        113679890893080      28.644             0.02               0.0                delayed            zams               7.572              0.02               0.0                delayed            zams               3.2e+03            0.0889             end                end            88551761525736   
107        948679161646078      57.986             0.02               0.0                delayed            zams               7.854              0.02               0.0                delayed            zams               46.9               0.00134            end                end            459268910793637  
108        243125685728865      49.816             0.02               0.0                delayed            zams               30.993             0.02               0.0                delayed            zams               41.6               0.0297             end                end            466291017933554  
109        997548357333402      41.892             0.02               0.0                delayed            zams               17.322             0.02               0.0                delayed            zams               193                0.728              end                end            754900869064994  
110        827171736608166      22.365             0.02               0.0                delayed            zams               5.387              0.02               0.0                delayed            zams               376                0.741              end                end            352770172866559  
111        512034702401071      46.538             0.02               0.0                delayed            zams               19.060             0.02               0.0                delayed            zams               3.32e+03           0.612              end                end            244491082090795  
112        936688309965708      54.471             0.02               0.0                delayed            zams               18.873             0.02               0.0                delayed            zams               7.32e+04           0.702              end                end            427524200280597  
113        864047249439464      26.676             0.02               0.0                delayed            zams               14.866             0.02               0.0                delayed            zams               33.2               0.0707             end                end            891592825747520  
114        775700368091155      38.626             0.02               0.0                delayed            zams               35.759             0.02               0.0                delayed            zams               75                 0.308              end                end            108421484450115  
115        711548981345632      58.370             0.02               0.0                delayed            zams               53.138             0.02               0.0                delayed            zams               33.3               0.00604            end                end            85838645471929   
116        678104735394490      33.623             0.02               0.0                delayed            zams               32.843             0.02               0.0                delayed            zams               1.55e+03           0.103              end                end            106341703709970  
117        734478281293679      69.553             0.02               0.0                delayed            zams               49.296             0.02               0.0                delayed            zams               1.23e+03           0.159              end                end            802402862634981  
118        331034124193272      30.122             0.02               0.0                delayed            zams               16.846             0.02               0.0                delayed            zams               203                0.136              end                end            292919887061882  
119        640727491505584      37.070             0.02               0.0                delayed            zams               13.505             0.02               0.0                delayed            zams               168                0.198              end                end            395550531011160  
120        991828365023375      52.840             0.02               0.0                delayed            zams               38.798             0.02               0.0                delayed            zams               4.71e+04           0.0982             end                end            155990746333766  
121        404172013484124      22.898             0.02               0.0                delayed            zams               18.488             0.02               0.0                delayed            zams               80.5               0.334              end                end            665223686005742  
122        449349382545412      28.558             0.02               0.0                delayed            zams               19.645             0.02               0.0                delayed            zams               1.35e+04           0.622              end                end            972568965522565  
123        415250079163565      25.398             0.02               0.0                delayed            zams               10.309             0.02               0.0                delayed            zams               94.6               0.383              end                end            374967945715397  
124        645392693321048      26.791             0.02               0.0                delayed            zams               19.900             0.02               0.0                delayed            zams               3.53e+03           0.895              end                end            900303963034246  
125        612717992641814      29.387             0.02               0.0                delayed            zams               24.883             0.02               0.0                delayed            zams               524                0.456              end                end            814394448209984  
126        303218743393102      34.872             0.02               0.0                delayed            zams               25.426             0.02               0.0                delayed            zams               109                0.715              end                end            421141132623313  
