B;597615358496805;100;RLO_BEGIN;7.268401;0:2.218e+01:7.564e+00:0.000e+00:3:0:3.510423e+02:3.313829e+02:1:1.958e+01:0.000e+00:0.000e+00:1:0:1.323483e+01:3.130313e+02:1.1328:4:850.22:0.498123
B;597615358496805;100;COLLISION;7.269621;0:21.8287:630.477:3:1:19.8199:13.3974:1:625.799:0:242.376:231.917
B;597615358496805;100;MERGER;7.269513;0:2.183e+01:7.611e+00:0.000e+00:3:0:1:1.982e+01:0.000e+00:0.000e+00:1:0:41.6486
S;597615358496805;0;SN;7.929794;29.7867:8.8173:6.31435:11.9276:6:687.018:133.874:50.7896:-110.592:55.7852
B;769371307941966;101;RLO_BEGIN;6.227121;0:2.502e+01:9.213e+00:0.000e+00:3:0:2.383014e+02:2.323877e+02:1:2.166e+01:0.000e+00:0.000e+00:1:0:1.260920e+01:2.175886e+02:1.15491:4:593.659:0.267643
B;769371307941966;101;COLLISION;6.229177;0:24.4087:547.943:3:1:22.0742:12.7399:1:545.032:0:211.283:201.798
B;769371307941966;101;MERGER;6.229019;0:2.441e+01:9.307e+00:0.000e+00:3:0:1:2.207e+01:0.000e+00:0.000e+00:1:0:46.4828
S;769371307941966;0;SN;6.838956;25.3438:10.7214:8.27249:16.3508:6:388.997:27.8441:13.2586:-21.3919:-11.9118
B;966885443282792;102;RLO_BEGIN;2.837983;0:4.949e+01:0.000e+00:0.000e+00:1:0:3.086688e+01:3.004516e+01:1:2.929e+01:0.000e+00:0.000e+00:1:0:9.949634e+00:2.365084e+01:1.68945:3:70.695:0
B;966885443282792;102;MERGER;3.384450;0:1.829e+01:0.000e+00:0.000e+00:1:0:1:4.973e+01:0.000e+00:0.000e+00:1:0:68.0234
S;966885443282792;0;SN;4.004750;20.3862:20.2836:17.2748:19.8862:6:295.275:0:-0:0:0
S;377555836715818;0;SN;6.419730;12.9785:11.4623:8.93391:9.44293:6:162.646:7.92538:-6.48888:-4.53573:0.364795
B;377555836715818;103;BSN;6.419730;0:1.298e+01:1.146e+01:8.934e+00:6:0:1:2.400e+01:1.038e+01:0.000e+00:4:0:11063.3:0.0694676:53611:0.80447:-0.0111143:7.52313
S;377555836715818;1;SN;6.901234;13.8693:10.8749:8.36539:9.18628:6:395.524:26.241:-11.1982:23.6463:2.0115
B;377555836715818;103;BSN;6.901234;1:1.387e+01:1.087e+01:8.365e+00:6:0:0:9.453e+00:0.000e+00:0.000e+00:7:6:75821.6:0.803783:nan:nan:nan:nan
B;537603533360967;104;RLO_BEGIN;4.510113;0:3.102e+01:0.000e+00:0.000e+00:1:0:2.200257e+01:2.197309e+01:1:9.653e+00:0.000e+00:0.000e+00:1:0:4.202496e+00:1.293322e+01:3.21321:3:45.574:0.128391
B;537603533360967;104;MERGER;4.509540;0:3.102e+01:0.000e+00:0.000e+00:1:0:1:9.653e+00:0.000e+00:0.000e+00:1:0:40.6709
S;537603533360967;0;SN;5.496601;10.0021:9.86291:8.11804:6.40869:6:226.726:16.545:-11.234:0.645177:12.1292
B;731440367724637;105;RLO_BEGIN;4.522264;0:2.807e+01:0.000e+00:0.000e+00:1:0:4.118342e+02:3.952360e+02:1:3.211e+01:0.000e+00:0.000e+00:1:0:2.465624e+01:4.203007e+02:0.874082:3:1075.97:0.27074
B;731440367724637;105;COLLISION;4.562998;0:24.4364:972.436:3:1:33.8926:27.8572:1:987.322:0:346.528:402.364
B;731440367724637;105;CE;4.562712;0:2.444e+01:1.450e+01:0.000e+00:3:0:1:3.389e+01:0.000e+00:0.000e+00:1:0:9.873216e+02:9.688806e+02:0
S;731440367724637;0;HENAKED;4.562712;24.4364:14.4971:0:972.436:1.29572:4:39.845:14.4971:0
B;731440367724637;105;RLO_END;4.562712;1:3.389e+01:0.000e+00:0.000e+00:1:0:2.785719e+01:4.397808e+02:0:1.450e+01:1.450e+01:0.000e+00:4:0:1.295716e+00:2.987286e+02:-1.73009:1.21107:968.881:0
S;731440367724637;0;SN;5.028957;9.43333:9.43333:7.19665:5.13861:6:329.011:35.7869:-22.9775:19.5595:-19.2395
B;731440367724637;105;BSN;5.028957;0:9.433e+00:9.433e+00:7.197e+00:6:0:1:2.848e+01:0.000e+00:0.000e+00:1:0:1234.3:0:nan:nan:nan:nan
S;731440367724637;1;SN;5.584307;9.64186:9.26877:7.47172:5.52372:6:538.996:52.297:13.9084:-18.0271:47.0803
S;113679890893080;0;SN;6.588543;13.2601:11.166:8.64708:9.21495:6:594.953:33.9894:28.4236:0.0333775:18.6382
B;113679890893080;106;BSN;6.588543;0:1.326e+01:1.117e+01:8.647e+00:6:0:1:7.939e+00:0.000e+00:0.000e+00:1:0:4888.22:0.0320095:3381.07:0.472705:-0.99996:10.3091
S;113679890893080;1;WD;39.725944;1.19504:1.17039:1.16964:1.16964:2
B;113679890893080;106;BSN;39.725944;1:1.195e+00:1.170e+00:1.170e+00:6:0:0:9.231e+00:0.000e+00:0.000e+00:7:6:4414.46:0.182945:4423.54:0.181925:-0:2.1488
B;948679161646078;107;RLO_BEGIN;2.819786;0:4.900e+01:0.000e+00:0.000e+00:1:0:2.899931e+01:2.870148e+01:1:7.911e+00:0.000e+00:0.000e+00:1:0:3.525886e+00:1.262961e+01:6.19307:3:53.2523:0
B;948679161646078;107;MERGER;2.775516;0:4.900e+01:0.000e+00:0.000e+00:1:0:1:7.911e+00:0.000e+00:0.000e+00:1:0:56.9064
S;948679161646078;0;SN;3.981630;13.8029:13.7876:11.4296:13.3029:6:617.572:0:0:-0:0
B;243125685728865;108;RLO_BEGIN;2.722582;0:4.451e+01:0.000e+00:0.000e+00:1:0:1.807940e+01:1.771622e+01:1:3.043e+01:0.000e+00:0.000e+00:1:0:1.003622e+01:1.489114e+01:1.46294:3:42.9756:0
B;243125685728865;108;MERGER;2.980786;0:3.428e+01:0.000e+00:0.000e+00:1:0:1:3.695e+01:0.000e+00:0.000e+00:1:0:71.2245
S;243125685728865;0;SN;4.109780;15.2809:15.2295:12.7781:14.7809:6:294.047:0:0:-0:-0
B;997548357333402;109;RLO_BEGIN;4.110512;0:3.556e+01:0.000e+00:0.000e+00:1:0:4.615407e+01:4.578328e+01:1:1.735e+01:0.000e+00:0.000e+00:1:0:6.750089e+00:3.300987e+01:2.04957:3:103.539:0.282367
B;997548357333402;109;COLLISION;4.226942;0:20.7038:56.2193:1:1:26.5233:8.82415:1:64.8383:0:23.1918:25.9702
B;997548357333402;109;MERGER;4.225754;0:2.070e+01:0.000e+00:0.000e+00:1:0:1:2.652e+01:0.000e+00:0.000e+00:1:0:47.227
S;997548357333402;0;SN;4.718061;17.1206:17.0473:14.3895:16.6206:6:448.495:0:-0:-0:-0
B;827171736608166;110;COLLISION;7.680301;0:21.0716:148.738:3:1:5.38844:2.87885:1:288.158:0.628593:143.912:77.5851
B;827171736608166;110;MERGER;7.680274;0:2.107e+01:6.821e+00:0.000e+00:3:0:1:5.388e+00:0.000e+00:0.000e+00:1:0:26.46
S;827171736608166;0;SN;8.357936;20.4209:8.04626:5.75488:6.95297:6:127.023:32.0209:20.0929:-14.5108:20.2744
S;512034702401071;0;SN;4.610317;9.83012:9.73181:8.00597:6.18487:6:471.218:36.1444:19.2916:25.8037:-16.3835
B;512034702401071;111;BSN;4.610317;0:9.830e+00:9.732e+00:8.006e+00:6:0:1:1.931e+01:0.000e+00:0.000e+00:1:0:4860.95:0.317791:21201.9:0.949187:-0.798249:10.6083
B;512034702401071;111;RLO_BEGIN;9.423435;1:1.757e+01:6.609e+00:4.296e+00:5:0:9.309086e+02:9.277889e+02:0:6.208e+00:0.000e+00:0.000e+00:7:6:2.636615e-05:5.781456e+02:2.83016:0.896353:1970.26:0
B;512034702401071;111;CE;9.423230;1:1.757e+01:6.609e+00:4.296e+00:5:0:0:6.208e+00:0.000e+00:0.000e+00:7:6:1.970258e+03:1.093085e+03:0
S;512034702401071;1;HENAKED;9.423230;17.5689:6.60929:4.29587:930.909:0.655881:5:19.06:9.57902:1
B;512034702401071;111;RLO_END;9.423230;1:6.609e+00:6.609e+00:4.296e+00:5:0:6.558812e-01:4.201364e+02:0:6.208e+00:0.000e+00:0.000e+00:7:6:2.636618e-05:4.082752e+02:0:0:1093.09:0
S;512034702401071;1;SN;9.435833;6.53049:6.53049:4.75798:2.24988:5:489.503:121.206:63.1069:-65.7698:-79.8926
B;512034702401071;111;BSN;9.435833;1:6.530e+00:6.530e+00:4.758e+00:6:0:0:6.208e+00:0.000e+00:0.000e+00:7:6:1099.84:0:nan:nan:nan:nan
S;936688309965708;0;SN;4.208720;12.1033:12.0385:9.89776:10.1121:6:291.751:7.47647:-1.26298:3.91168:6.2451
B;936688309965708;112;BSN;4.208720;0:1.210e+01:1.204e+01:9.898e+00:6:0:1:1.872e+01:0.000e+00:0.000e+00:1:0:171904:0.701974:nan:nan:nan:nan
S;936688309965708;1;SN;9.688250;17.0788:6.32953:4.06728:2.53727:5:586.03:437.107:177.337:387.115:98.7702
B;864047249439464;113;RLO_BEGIN;5.485639;0:2.534e+01:0.000e+00:0.000e+00:1:0:1.496586e+01:1.430628e+01:1:1.491e+01:0.000e+00:0.000e+00:1:0:6.291315e+00:1.123037e+01:1.69978:3:33.6193:0
B;864047249439464;113;MERGER;5.859353;0:1.528e+01:0.000e+00:0.000e+00:1:0:1:2.188e+01:0.000e+00:0.000e+00:1:0:37.1513
S;864047249439464;0;SN;6.771614;9.05756:8.95319:7.34034:5.0891:6:724.311:73.5071:-35.1514:-63.2531:12.9116
B;775700368091155;114;RLO_BEGIN;4.205895;0:3.484e+01:0.000e+00:0.000e+00:1:0:2.795863e+01:2.740768e+01:1:3.291e+01:0.000e+00:0.000e+00:1:0:2.059498e+01:2.670428e+01:1.05855:3:71.4009:0
B;775700368091155;114;MERGER;4.363627;0:3.047e+01:0.000e+00:0.000e+00:1:0:1:3.552e+01:0.000e+00:0.000e+00:1:0:65.9957
S;775700368091155;0;SN;4.854451;24.6997:24.572:21.164:24.1997:6:581.563:0:0:0:0
B;711548981345632;115;RLO_BEGIN;1.490939;0:5.529e+01:0.000e+00:0.000e+00:1:0:1.333416e+01:1.282127e+01:1:5.090e+01:0.000e+00:0.000e+00:1:0:1.249055e+01:1.234564e+01:-9e+30:-9e+30:33.2068:0
B;711548981345632;115;MERGER;1.211333;0:5.529e+01:0.000e+00:0.000e+00:1:0:1:5.090e+01:0.000e+00:0.000e+00:1:0:106.195
S;711548981345632;0;SN;3.428121;17.1463:17.0574:14.3984:16.6463:6:499.111:0:-0:0:0
B;678104735394490;116;RLO_BEGIN;5.232715;0:2.642e+01:1.187e+01:0.000e+00:3:0:7.163471e+02:7.040543e+02:1:2.788e+01:0.000e+00:0.000e+00:1:0:6.149011e+01:7.215603e+02:0.947666:4:1881.11:0.0995073
S;678104735394490;0;HENAKED;5.292501;13.1278:12.898:0:1041.29:1.16805:4:33.623:13.5197:0
B;678104735394490;116;RLO_END;5.294314;1:3.472e+01:0.000e+00:0.000e+00:1:0:1.728393e+02:8.881852e+02:0:1.292e+01:1.292e+01:0.000e+00:4:0:1.168052e+00:5.665022e+02:-11.7973:8.25814:1904.72:0
B;678104735394490;116;RLO_BEGIN;5.305700;1:3.367e+01:1.623e+01:0.000e+00:3:0:9.317323e+02:9.077739e+02:0:1.277e+01:1.277e+01:0.000e+00:4:0:1.165488e+00:5.840495e+02:2.63633:4:1953.9:0
B;678104735394490;116;RLO_END;5.339455;1:3.000e+01:1.776e+01:0.000e+00:4:0:9.757149e+02:9.778758e+02:0:1.239e+01:1.239e+01:0.000e+00:4:0:1.158874e+00:6.537820e+02:-0.390329:0:2139.63:0
S;678104735394490;0;SN;5.728029;8.84273:8.84273:6.73864:4.42576:6:497.506:64.6186:-13.5754:-57.7516:25.6131
