B;883685317901255;200;RLO_BEGIN;6.503972;0:2.363e+01:0.000e+00:0.000e+00:1:0:1.876938e+01:1.850274e+01:1:1.311e+01:0.000e+00:0.000e+00:1:0:5.826626e+00:1.413932e+01:1.80326:3:42.9508:0
B;883685317901255;200;COLLISION;7.205058;0:9.47889:15.8268:3:1:22.81:8.65476:1:24.1486:0:7.39061:11.0233
B;883685317901255;200;CE;7.203798;0:9.479e+00:1.835e+00:0.000e+00:3:0:1:2.281e+01:0.000e+00:0.000e+00:1:0:2.414864e+01:1.454358e+01:1
S;883685317901255;0;SN;9.309421;30.5177:2.11379:1.63573:1.23552:5:326.306:1006.47:980.392:-223.121:45.1027
S;868756116459079;0;SN;3.054581;17.7526:17.7347:14.9946:17.2526:6:243.091:0:0:0:0
B;868756116459079;201;BSN;3.054581;0:1.775e+01:1.773e+01:1.499e+01:6:0:1:2.970e+01:0.000e+00:0.000e+00:1:0:25754.8:0.982766:25762.1:0.982586:-0:1.10676
B;868756116459079;201;COLLISION;5.523774;1:26.5853:602.863:3:0:17.2529:7.32782e-05:7:1394.04:0.644634:581.083:476.994
B;868756116459079;201;MERGER;5.523771;0:1.725e+01:0.000e+00:0.000e+00:7:6:1:2.659e+01:1.068e+01:0.000e+00:3:0:17.2529
S;788544547936215;0;SN;5.931276;11.5944:11.0245:8.71944:8.16351:6:225.115:12.3127:9.34591:8.01385:0.187655
B;788544547936215;202;BSN;5.931276;0:1.159e+01:1.102e+01:8.719e+00:6:0:1:1.226e+01:0.000e+00:0.000e+00:1:0:33729.3:0.0598338:26264:0.983171:-0.114418:3.31923
B;788544547936215;202;RLO_BEGIN;16.112612;1:1.210e+01:2.659e+00:0.000e+00:3:0:4.515805e+02:4.507512e+02:0:8.164e+00:0.000e+00:0.000e+00:7:6:3.467295e-05:3.765793e+02:1.48255:0.78917:1090.31:0.559887
B;788544547936215;202;CE;16.112607;1:1.210e+01:2.659e+00:0.000e+00:3:0:0:8.164e+00:0.000e+00:0.000e+00:7:6:1.090306e+03:4.752232e+02:0
S;788544547936215;1;HENAKED;16.112607;12.1028:2.65864:0:451.581:0.350578:4:12.257:2.65864:0
B;788544547936215;202;RLO_END;16.112607;1:2.659e+00:2.659e+00:0.000e+00:4:0:3.505778e-01:1.364913e+02:0:8.164e+00:0.000e+00:0.000e+00:7:6:3.467295e-05:2.272157e+02:0:0:475.223:0
