ID,name,Worldtime_0,Mass_0,Phase_0,RemnantType_0,Worldtime_1,Mass_1,Phase_1,RemnantType_1,Semimajor,Eccentricity,BEvent
300,214483517958418,0.000000e+00,3.848199e+01,1,0,0.000000e+00,4.809886e+00,1,0,1.220000e+04,6.040000e-01,-1
300,214483517958418,1.273089e+02,4.877947e+00,7,6,1.273089e+02,7.906277e-01,7,2,nan,nan,0
301,687019826597720,0.000000e+00,3.009909e+01,1,0,0.000000e+00,2.894177e+01,1,0,4.520000e+02,7.490000e-01,-1
301,687019826597720,6.324813e+00,nan,7,-1,6.324813e+00,8.707509e+00,7,6,nan,nan,0
302,385160544394989,0.000000e+00,3.084868e+01,1,0,0.000000e+00,1.107435e+01,1,0,4.010000e+01,3.640000e-01,-1
302,385160544394989,5.838604e+00,5.285444e+00,7,6,5.838604e+00,nan,7,-1,nan,nan,0
303,657166969268749,0.000000e+00,5.201336e+01,1,0,0.000000e+00,1.417801e+01,1,0,6.950000e+01,5.180000e-02,-1
303,657166969268749,4.127742e+00,1.465837e+01,7,6,4.127742e+00,nan,7,-1,nan,nan,0
304,628216088345511,0.000000e+00,2.929870e+01,1,0,0.000000e+00,5.577871e+00,1,0,3.880000e+01,8.310000e-02,-1
304,628216088345511,6.223198e+00,5.662984e+00,7,6,6.223198e+00,nan,7,-1,nan,nan,0
305,261455942773102,0.000000e+00,2.341235e+01,1,0,0.000000e+00,2.472938e+00,1,0,3.420000e+02,1.510000e-01,-1
305,261455942773102,8.063102e+00,6.909685e+00,7,6,8.063102e+00,nan,7,-1,nan,nan,0
306,652948234675523,0.000000e+00,5.655004e+01,1,0,0.000000e+00,3.878760e+01,1,0,5.590000e+01,9.290000e-02,-1
306,652948234675523,3.881064e+00,1.699347e+01,7,6,3.881064e+00,nan,7,-1,nan,nan,0
307,491374032839579,0.000000e+00,1.473303e+02,1,0,0.000000e+00,7.425303e+01,1,0,3.340000e+03,2.310000e-02,-1
307,491374032839579,3.651627e+00,1.819384e+01,7,6,3.651627e+00,1.358971e+01,7,6,2.258548e+04,4.602713e-02,0
308,950180303199810,0.000000e+00,4.426747e+01,1,0,0.000000e+00,2.687696e+01,1,0,1.770000e+04,6.220000e-01,-1
308,950180303199810,7.079175e+00,5.501174e+00,7,6,7.079175e+00,8.506380e+00,7,6,nan,nan,0
309,496114491669748,0.000000e+00,6.371860e+01,1,0,0.000000e+00,1.781455e+01,1,0,1.280000e+03,7.820000e-01,-1
309,496114491669748,3.882215e+00,2.127529e+01,7,6,3.882215e+00,nan,7,-1,nan,nan,0
310,564835593122911,0.000000e+00,1.327109e+02,1,0,0.000000e+00,1.105503e+02,1,0,8.380000e+03,9.170000e-01,-1
310,564835593122911,3.202008e+00,1.731859e+01,7,6,3.202008e+00,1.599125e+01,7,6,5.759044e+04,9.149674e-01,0
311,387580723335879,0.000000e+00,1.222674e+02,1,0,0.000000e+00,8.964471e+01,1,0,1.800000e+04,5.410000e-01,-1
