S;214483517958418;0;SN;5.186567;8.99249:8.81756:7.15106:4.87795:6:530.581:58.2451:-8.84504:-9.53958:-56.7737
B;214483517958418;300;BSN;5.186567;0:8.992e+00:8.818e+00:7.151e+00:6:0:1:4.819e+00:0.000e+00:0.000e+00:1:0:37304.1:0.603171:nan:nan:nan:nan
S;214483517958418;1;WD;127.308938;0.818344:0.800677:0.790628:0.790628:2
B;687019826597720;301;COLLISION;5.604619;0:26.7194:120.405:3:1:26.9897:26.7086:1:299.769:0.548887:113.328:113.85
B;687019826597720;301;CE;5.604586;0:2.672e+01:1.026e+01:0.000e+00:3:0:1:2.699e+01:0.000e+00:0.000e+00:1:0:2.997693e+02:1.252558e+02:0
S;687019826597720;0;HENAKED;5.604586;26.7194:10.2645:0:120.405:0.932149:4:30.138:10.2645:0
B;687019826597720;301;RLO_BEGIN;5.893999;1:2.609e+01:9.732e+00:0.000e+00:3:0:6.751649e+01:6.450502e+01:0:8.471e+00:8.471e+00:0.000e+00:4:0:9.294879e-01:3.869873e+01:3.07945:4:134.841:0
B;687019826597720;301;COLLISION;5.895751;1:25.8467:136.331:3:0:8.4601:0.929336:4:135.829:0:64.8824:39.064
B;687019826597720;301;MERGER;5.895650;1:2.585e+01:9.745e+00:0.000e+00:3:0:0:8.460e+00:8.460e+00:0.000e+00:4:0:34.3068
S;687019826597720;1;SN;6.324813;13.2161:10.1705:8.32912:8.70751:6:385.215:25.9579:-2.76688:25.5536:3.62866
B;385160544394989;302;RLO_BEGIN;4.662396;0:2.886e+01:0.000e+00:0.000e+00:1:0:1.717394e+01:1.658787e+01:1:1.114e+01:0.000e+00:0.000e+00:1:0:4.675862e+00:1.075460e+01:2.59188:3:35.8205:0
B;385160544394989;302;COLLISION;4.868521;0:22.3698:15.6941:1:1:15.5934:5.71462:1:21.0924:0:8.65863:7.34318
B;385160544394989;302;MERGER;4.866097;0:2.237e+01:0.000e+00:0.000e+00:1:0:1:1.559e+01:0.000e+00:0.000e+00:1:0:37.9631
S;385160544394989;0;SN;5.838604;9.20851:9.09686:7.46316:5.28544:6:410.234:39.6277:-28.4306:-19.8129:-19.2225
B;657166969268749;303;RLO_BEGIN;3.311563;0:4.398e+01:0.000e+00:0.000e+00:1:0:3.755757e+01:3.692045e+01:1:1.429e+01:0.000e+00:0.000e+00:1:0:5.422986e+00:2.215729e+01:3.07714:3:77.1888:6.40624e-05
B;657166969268749;303;MERGER;3.282042;0:4.398e+01:0.000e+00:0.000e+00:1:0:1:1.429e+01:0.000e+00:0.000e+00:1:0:58.2734
S;657166969268749;0;SN;4.127742;15.1584:15.1139:12.6741:14.6584:6:406.946:0:0:0:-0
B;628216088345511;304;RLO_BEGIN;5.359256;0:2.742e+01:0.000e+00:0.000e+00:1:0:2.196153e+01:2.096892e+01:1:5.596e+00:0.000e+00:0.000e+00:1:0:2.899752e+00:1.022847e+01:4.89938:3:40.4024:0
B;628216088345511;304;MERGER;5.281827;0:2.742e+01:0.000e+00:0.000e+00:1:0:1:5.596e+00:0.000e+00:0.000e+00:1:0:33.0133
S;628216088345511;0;SN;6.223198;9.69921:9.417:7.57706:5.66298:6:173.373:16.0818:11.194:10.9515:3.65804
B;261455942773102;305;RLO_BEGIN;7.393371;0:2.185e+01:7.317e+00:0.000e+00:3:0:2.142532e+02:2.066650e+02:1:2.473e+00:0.000e+00:0.000e+00:1:0:1.812770e+00:7.795550e+01:8.83211:4:363.686:0.149709
B;261455942773102;305;MERGER;7.393264;0:2.185e+01:7.317e+00:0.000e+00:3:0:1:2.473e+00:0.000e+00:0.000e+00:1:0:24.3186
S;261455942773102;0;SN;8.063102;18.0625:8.59006:6.03461:6.90968:6:623.143:130.899:85.3152:-65.087:-74.9631
B;652948234675523;306;RLO_BEGIN;2.740486;0:4.888e+01:0.000e+00:0.000e+00:1:0:2.474352e+01:2.349275e+01:1:3.703e+01:0.000e+00:0.000e+00:1:0:1.301777e+01:2.069394e+01:1.32012:3:58.269:0
B;652948234675523;306;MERGER;2.948523;0:3.494e+01:0.000e+00:0.000e+00:1:0:1:4.609e+01:0.000e+00:0.000e+00:1:0:81.0347
S;652948234675523;0;SN;3.881064;17.4935:17.4571:14.7502:16.9935:6:294.185:0:-0:0:-0
S;491374032839579;0;SN;2.945283;18.6936:18.6723:15.8199:18.1936:6:238.781:0:-0:-0:-0
B;491374032839579;307;BSN;2.945283;0:1.869e+01:1.867e+01:1.582e+01:6:0:1:4.523e+01:0.000e+00:0.000e+00:1:0:11325.6:0.0230845:11419.7:0.0309606:-0:9.44101
S;491374032839579;1;SN;3.651627;14.0897:14.0673:11.7001:13.5897:6:440.283:0:-0:-0:-0
B;491374032839579;307;BSN;3.651627;1:1.409e+01:1.407e+01:1.170e+01:6:0:0:1.819e+01:0.000e+00:0.000e+00:7:6:22209.9:0.0309603:22585.5:0.0460271:-0:7.1707
S;950180303199810;0;SN;4.744254;9.35444:9.2609:7.60339:5.50117:6:301.879:27.5188:0.15113:22.0741:-16.4316
B;950180303199810;308;BSN;4.744254;0:9.354e+00:9.261e+00:7.603e+00:6:0:1:2.579e+01:0.000e+00:0.000e+00:1:0:35267.8:0.62003:nan:nan:nan:nan
S;950180303199810;1;SN;7.079175;14.2102:10.3047:7.81344:8.50638:6:339.418:29.6197:29.1637:4.81104:-1.91329
B;496114491669748;309;COLLISION;3.507848;0:31.4307:605.806:3:1:17.7964:6.62854:1:1374.25:0.648261:589.468:454.739
B;496114491669748;309;MERGER;3.507847;0:3.143e+01:2.465e+01:0.000e+00:3:0:1:1.780e+01:0.000e+00:0.000e+00:1:0:49.2271
S;496114491669748;0;SN;3.882215;21.7753:13.8743:11.4362:21.2753:6:745.638:0:0:0:-0
S;564835593122911;0;SN;3.047327;17.8186:17.7969:15.0494:17.3186:6:651.113:0:0:0:0
B;564835593122911;310;BSN;3.047327;0:1.782e+01:1.780e+01:1.505e+01:6:0:1:2.368e+01:2.365e+01:0.000e+00:4:0:47267:0.916552:47334.9:0.915614:-0:1.88051
S;564835593122911;1;SN;3.202008;16.4913:16.4701:13.8814:15.9913:6:661.505:0:0:0:-0
B;564835593122911;310;BSN;3.202008;1:1.649e+01:1.647e+01:1.388e+01:6:0:0:1.732e+01:0.000e+00:0.000e+00:7:6:57154.5:0.915614:57590.4:0.914967:-0:3.65983
S;387580723335879;0;SN;3.120222;17.1891:17.1717:14.4989:16.6891:6:248.235:0:0:-0:0
