#ID        name                 Mass_0             Z_0                spin_0             SN_0               Tstart_0           Mass_1             Z_1                spin_1             SN_1               Tstart_1           a                  e                  Tend               Dtout              Seed             
0          505677749526079      5.141              0.0002             0.0                delayed            zams               4.3193             0.0002             0.0                delayed            zams               188.4520100826892    0.3954             end                events         2037559752       
1          495263899355111      8.4352             0.0002             0.0                delayed            zams               4.2054             0.0002             0.0                delayed            zams               96.30132668611016    0.3944             end                events         1452206127       
2          281609629053902      13.4718            0.0002             0.0                delayed            zams               10.9552            0.0002             0.0                delayed            zams               97.78153896373188    0.008              end                events         921775394        
3          136641911126985      8.8725             0.0002             0.0                delayed            zams               5.9791             0.0002             0.0                delayed            zams               15.847726922666071    0.1394             end                events         3730658277       
4          929105171279632      17.0961            0.0002             0.0                delayed            zams               8.1213             0.0002             0.0                delayed            zams               279.6631050131496    0.0121             end                events         639191187        
5          101931734175490      16.3125            0.0002             0.0                delayed            zams               4.4385             0.0002             0.0                delayed            zams               472.88241802355856    0.1556             end                events         3321240787       
6          609677783323193      9.3025             0.0002             0.0                delayed            zams               8.45               0.0002             0.0                delayed            zams               246.1174479591022    0.0572             end                events         4046217782       
7          199298707740420      68.9206            0.0002             0.0                delayed            zams               33.72              0.0002             0.0                delayed            zams               72.60763598982581    0.087              end                events         3762750498       
8          753070920484138      6.3718             0.0002             0.0                delayed            zams               4.3992             0.0002             0.0                delayed            zams               3532.119047889818    0.0344             end                events         623955070        
9          180252894129475      12.2243            0.0002             0.0                delayed            zams               7.9158             0.0002             0.0                delayed            zams               40.25436963446591    0.6488             end                events         893405861        
10         861985799500924      11.6776            0.0002             0.0                delayed            zams               10.5508            0.0002             0.0                delayed            zams               68.88707444123087    0.3225             end                events         3202105006       
11         988191227358948      8.404              0.0002             0.0                delayed            zams               6.6053             0.0002             0.0                delayed            zams               2755.0582594044968    0.5053             end                events         4169602190       
12         559721585406278      6.0376             0.0002             0.0                delayed            zams               5.8355             0.0002             0.0                delayed            zams               98.44575815385014    0.7592             end                events         3682689222       
13         827090658090927      11.4376            0.0002             0.0                delayed            zams               6.3096             0.0002             0.0                delayed            zams               37489.65759165371    0.6753             end                events         530030736        
14         920072612420139      6.0694             0.0002             0.0                delayed            zams               3.4845             0.0002             0.0                delayed            zams               69.4358717326133    0.53               end                events         1715190764       
15         390700554071833      30.6323            0.0002             0.0                delayed            zams               7.4629             0.0002             0.0                delayed            zams               720.8566309342177    0.0138             end                events         275789848        
16         690818120055490      32.277             0.0002             0.0                delayed            zams               24.7572            0.0002             0.0                delayed            zams               13596.36186530902    0.0018             end                events         3924820787       
17         385986322306923      10.9092            0.0002             0.0                delayed            zams               4.6093             0.0002             0.0                delayed            zams               26.129233443977697    0.8088             end                events         1152756849       
18         962831756045017      6.4359             0.0002             0.0                delayed            zams               2.8576             0.0002             0.0                delayed            zams               1636.7255297756285    0.5084             end                events         1274851376       
19         888096657756170      6.2547             0.0002             0.0                delayed            zams               3.5579             0.0002             0.0                delayed            zams               1786.418931486076    0.103              end                events         810190175        
20         100116281028580      15.8746            0.0002             0.0                delayed            zams               8.6927             0.0002             0.0                delayed            zams               16985.135224073114    0.7037             end                events         770037339        
21         327968190604942      12.1301            0.0002             0.0                delayed            zams               4.8747             0.0002             0.0                delayed            zams               8185.225676662141    0.0088             end                events         2906524785       
22         681425665535648      9.1238             0.0002             0.0                delayed            zams               3.6196             0.0002             0.0                delayed            zams               278.50876382550507    0.4869             end                events         2984609239       
23         503106112818618      9.5611             0.0002             0.0                delayed            zams               8.0413             0.0002             0.0                delayed            zams               6587.996510129163    0.1942             end                events         2440555284       
24         107192537205992      5.3992             0.0002             0.0                delayed            zams               4.1831             0.0002             0.0                delayed            zams               25595.786575633258    0.6615             end                events         2573284170       
25         131466254351879      6.524              0.0002             0.0                delayed            zams               4.7902             0.0002             0.0                delayed            zams               34.28572986730199    0.0002             end                events         1459836357       
26         788651788761424      8.7358             0.0002             0.0                delayed            zams               6.9075             0.0002             0.0                delayed            zams               6063.526837654676    0.4755             end                events         4291684065       
27         141738971481462      9.72               0.0002             0.0                delayed            zams               3.7622             0.0002             0.0                delayed            zams               24.3460285819122    0.479              end                events         936689646        
28         612024990445594      8.7933             0.0002             0.0                delayed            zams               7.4949             0.0002             0.0                delayed            zams               231.64123790017976    0.2294             end                events         1179028124       
29         490745224073417      20.5794            0.0002             0.0                delayed            zams               15.0258            0.0002             0.0                delayed            zams               7167.442097668787    0.2967             end                events         3935725202       
30         946037828821281      5.4285             0.0002             0.0                delayed            zams               4.2278             0.0002             0.0                delayed            zams               14163.928742906584    0.5493             end                events         1861071158       
